1 SEED
0 INIT_TIME
500000 FIN_TIME
10 ARRIVE_MIN
500 ARRIVE_MAX
0.2 QUIT_PROB
10 CPU_MIN
100 CPU_MAX
10 DISK1_MIN
100 DISK1_MAX
10 DISK2_MIN
100 DISK2_MAX
At time 0, Job 1 enters the CPU.
At time 164002, Job 348 finishes at CPU.
At time 164002, Job 348 arrives at Disk 2.
At time 164379, Job 349 arrives.
At time 164379, Job 349 enters the CPU.
At time 164473, Job 349 finishes at CPU.
At time 164473, Job 349 arrives at Disk 1.
At time 164850, Job 350 arrives.
At time 164850, Job 350 enters the CPU.
At time 164944, Job 350 finishes at CPU.
At time 164944, Job 350 arrives at Disk 2.
At time 165321, Job 351 arrives.
At time 165321, Job 351 enters the CPU.
At time 165415, Job 351 finishes at CPU.
At time 165415, Job 351 arrives at Disk 1.
At time 165792, Job 352 arrives.
At time 165792, Job 352 enters the CPU.
At time 165886, Job 352 finishes at CPU.
At time 165886, Job 352 arrives at Disk 2.
At time 166263, Job 353 arrives.
At time 166263, Job 353 enters the CPU.
At time 166357, Job 353 finishes at CPU.
At time 166357, Job 353 arrives at Disk 1.
At time 166734, Job 354 arrives.
At time 166734, Job 354 enters the CPU.
At time 166828, Job 354 finishes at CPU.
At time 166828, Job 354 arrives at Disk 2.
At time 167205, Job 355 arrives.
At time 167205, Job 355 enters the CPU.
At time 167299, Job 355 finishes at CPU.
At time 167299, Job 355 arrives at Disk 1.
At time 167676, Job 356 arrives.
At time 167676, Job 356 enters the CPU.
At time 167770, Job 356 finishes at CPU.
At time 167770, Job 356 arrives at Disk 2.
At time 168147, Job 357 arrives.
At time 168147, Job 357 enters the CPU.
At time 168241, Job 357 finishes at CPU.
At time 168241, Job 357 arrives at Disk 1.
At time 168618, Job 358 arrives.
At time 168618, Job 358 enters the CPU.
At time 168712, Job 358 finishes at CPU.
At time 168712, Job 358 arrives at Disk 2.
At time 169089, Job 359 arrives.
At time 169089, Job 359 enters the CPU.
At time 169183, Job 359 finishes at CPU.
At time 169183, Job 359 arrives at Disk 1.
At time 169560, Job 360 arrives.
At time 169560, Job 360 enters the CPU.
At time 169654, Job 360 finishes at CPU.
At time 169654, Job 360 arrives at Disk 2.
At time 170031, Job 361 arrives.
At time 170031, Job 361 enters the CPU.
At time 170125, Job 361 finishes at CPU.
At time 170125, Job 361 arrives at Disk 1.
At time 170502, Job 362 arrives.
At time 170502, Job 362 enters the CPU.
At time 170596, Job 362 finishes at CPU.
At time 170596, Job 362 arrives at Disk 2.
At time 170973, Job 363 arrives.
At time 170973, Job 363 enters the CPU.
At time 171067, Job 363 finishes at CPU.
At time 171067, Job 363 arrives at Disk 1.
At time 171444, Job 364 arrives.
At time 171444, Job 364 enters the CPU.
At time 171538, Job 364 finishes at CPU.
At time 171538, Job 364 arrives at Disk 2.
At time 171915, Job 365 arrives.
At time 171915, Job 365 enters the CPU.
At time 172009, Job 365 finishes at CPU.
At time 172009, Job 365 arrives at Disk 1.
At time 172386, Job 366 arrives.
At time 172386, Job 366 enters the CPU.
At time 172480, Job 366 finishes at CPU.
At time 172480, Job 366 arrives at Disk 2.
At time 172857, Job 367 arrives.
At time 172857, Job 367 enters the CPU.
At time 172951, Job 367 finishes at CPU.
At time 172951, Job 367 arrives at Disk 1.
At time 173328, Job 368 arrives.
At time 173328, Job 368 enters the CPU.
At time 173422, Job 368 finishes at CPU.
At time 173422, Job 368 arrives at Disk 2.
At time 173799, Job 369 arrives.
At time 173799, Job 369 enters the CPU.
At time 173893, Job 369 finishes at CPU.
At time 173893, Job 369 arrives at Disk 1.
At time 174270, Job 370 arrives.
At time 174270, Job 370 enters the CPU.
At time 174364, Job 370 finishes at CPU.
At time 174364, Job 370 arrives at Disk 2.
At time 174741, Job 371 arrives.
At time 174741, Job 371 enters the CPU.
At time 174835, Job 371 finishes at CPU.
At time 174835, Job 371 arrives at Disk 1.
At time 175212, Job 372 arrives.
At time 175212, Job 372 enters the CPU.
At time 175306, Job 372 finishes at CPU.
At time 175306, Job 372 arrives at Disk 2.
At time 175683, Job 373 arrives.
At time 175683, Job 373 enters the CPU.
At time 175777, Job 373 finishes at CPU.
At time 175777, Job 373 arrives at Disk 1.
At time 176154, Job 374 arrives.
At time 176154, Job 374 enters the CPU.
At time 176248, Job 374 finishes at CPU.
At time 176248, Job 374 arrives at Disk 2.
At time 176625, Job 375 arrives.
At time 176625, Job 375 enters the CPU.
At time 176719, Job 375 finishes at CPU.
At time 176719, Job 375 arrives at Disk 1.
At time 177096, Job 376 arrives.
At time 177096, Job 376 enters the CPU.
At time 177190, Job 376 finishes at CPU.
At time 177190, Job 376 arrives at Disk 2.
At time 177567, Job 377 arrives.
At time 177567, Job 377 enters the CPU.
At time 177661, Job 377 finishes at CPU.
At time 177661, Job 377 arrives at Disk 1.
At time 178038, Job 378 arrives.
At time 178038, Job 378 enters the CPU.
At time 178132, Job 378 finishes at CPU.
At time 178132, Job 378 arrives at Disk 2.
At time 178509, Job 379 arrives.
At time 178509, Job 379 enters the CPU.
At time 178603, Job 379 finishes at CPU.
At time 178603, Job 379 arrives at Disk 1.
At time 178980, Job 380 arrives.
At time 178980, Job 380 enters the CPU.
At time 179074, Job 380 finishes at CPU.
At time 179074, Job 380 arrives at Disk 2.
At time 179451, Job 381 arrives.
At time 179451, Job 381 enters the CPU.
At time 179545, Job 381 finishes at CPU.
At time 179545, Job 381 arrives at Disk 1.
At time 179922, Job 382 arrives.
At time 179922, Job 382 enters the CPU.
At time 180016, Job 382 finishes at CPU.
At time 180016, Job 382 arrives at Disk 2.
At time 180393, Job 383 arrives.
At time 180393, Job 383 enters the CPU.
At time 180487, Job 383 finishes at CPU.
At time 180487, Job 383 arrives at Disk 1.
At time 180864, Job 384 arrives.
At time 180864, Job 384 enters the CPU.
At time 180958, Job 384 finishes at CPU.
At time 180958, Job 384 arrives at Disk 2.
At time 181335, Job 385 arrives.
At time 181335, Job 385 enters the CPU.
At time 181429, Job 385 finishes at CPU.
At time 181429, Job 385 arrives at Disk 1.
At time 181806, Job 386 arrives.
At time 181806, Job 386 enters the CPU.
At time 181900, Job 386 finishes at CPU.
At time 181900, Job 386 arrives at Disk 2.
At time 182277, Job 387 arrives.
At time 182277, Job 387 enters the CPU.
At time 182371, Job 387 finishes at CPU.
At time 182371, Job 387 arrives at Disk 1.
At time 182748, Job 388 arrives.
At time 182748, Job 388 enters the CPU.
At time 182842, Job 388 finishes at CPU.
At time 182842, Job 388 arrives at Disk 2.
At time 183219, Job 389 arrives.
At time 183219, Job 389 enters the CPU.
At time 183313, Job 389 finishes at CPU.
At time 183313, Job 389 arrives at Disk 1.
At time 183690, Job 390 arrives.
At time 183690, Job 390 enters the CPU.
At time 183784, Job 390 finishes at CPU.
At time 183784, Job 390 arrives at Disk 2.
At time 184161, Job 391 arrives.
At time 184161, Job 391 enters the CPU.
At time 184255, Job 391 finishes at CPU.
At time 184255, Job 391 arrives at Disk 1.
At time 184632, Job 392 arrives.
At time 184632, Job 392 enters the CPU.
At time 184726, Job 392 finishes at CPU.
At time 184726, Job 392 arrives at Disk 2.
At time 185103, Job 393 arrives.
At time 185103, Job 393 enters the CPU.
At time 185197, Job 393 finishes at CPU.
At time 185197, Job 393 arrives at Disk 1.
At time 185574, Job 394 arrives.
At time 185574, Job 394 enters the CPU.
At time 185668, Job 394 finishes at CPU.
At time 185668, Job 394 arrives at Disk 2.
At time 186045, Job 395 arrives.
At time 186045, Job 395 enters the CPU.
At time 186139, Job 395 finishes at CPU.
At time 186139, Job 395 arrives at Disk 1.
At time 186516, Job 396 arrives.
At time 186516, Job 396 enters the CPU.
At time 186610, Job 396 finishes at CPU.
At time 186610, Job 396 arrives at Disk 2.
At time 186987, Job 397 arrives.
At time 186987, Job 397 enters the CPU.
At time 187081, Job 397 finishes at CPU.
At time 187081, Job 397 arrives at Disk 1.
At time 187458, Job 398 arrives.
At time 187458, Job 398 enters the CPU.
At time 187552, Job 398 finishes at CPU.
At time 187552, Job 398 arrives at Disk 2.
At time 187929, Job 399 arrives.
At time 187929, Job 399 enters the CPU.
At time 188023, Job 399 finishes at CPU.
At time 188023, Job 399 arrives at Disk 1.
At time 188400, Job 400 arrives.
At time 188400, Job 400 enters the CPU.
At time 188494, Job 400 finishes at CPU.
At time 188494, Job 400 arrives at Disk 2.
At time 188871, Job 401 arrives.
At time 188871, Job 401 enters the CPU.
At time 188965, Job 401 finishes at CPU.
At time 188965, Job 401 arrives at Disk 1.
At time 189342, Job 402 arrives.
At time 189342, Job 402 enters the CPU.
At time 189436, Job 402 finishes at CPU.
At time 189436, Job 402 arrives at Disk 2.
At time 189813, Job 403 arrives.
At time 189813, Job 403 enters the CPU.
At time 189907, Job 403 finishes at CPU.
At time 189907, Job 403 arrives at Disk 1.
At time 190284, Job 404 arrives.
At time 190284, Job 404 enters the CPU.
At time 190378, Job 404 finishes at CPU.
At time 190378, Job 404 arrives at Disk 2.
At time 190755, Job 405 arrives.
At time 190755, Job 405 enters the CPU.
At time 190849, Job 405 finishes at CPU.
At time 190849, Job 405 arrives at Disk 1.
At time 191226, Job 406 arrives.
At time 191226, Job 406 enters the CPU.
At time 191320, Job 406 finishes at CPU.
At time 191320, Job 406 arrives at Disk 2.
At time 191697, Job 407 arrives.
At time 191697, Job 407 enters the CPU.
At time 191791, Job 407 finishes at CPU.
At time 191791, Job 407 arrives at Disk 1.
At time 192168, Job 408 arrives.
At time 192168, Job 408 enters the CPU.
At time 192262, Job 408 finishes at CPU.
At time 192262, Job 408 arrives at Disk 2.
At time 192639, Job 409 arrives.
At time 192639, Job 409 enters the CPU.
At time 192733, Job 409 finishes at CPU.
At time 192733, Job 409 arrives at Disk 1.
At time 193110, Job 410 arrives.
At time 193110, Job 410 enters the CPU.
At time 193204, Job 410 finishes at CPU.
At time 193204, Job 410 arrives at Disk 2.
At time 193581, Job 411 arrives.
At time 193581, Job 411 enters the CPU.
At time 193675, Job 411 finishes at CPU.
At time 193675, Job 411 arrives at Disk 1.
At time 194052, Job 412 arrives.
At time 194052, Job 412 enters the CPU.
At time 194146, Job 412 finishes at CPU.
At time 194146, Job 412 arrives at Disk 2.
At time 194523, Job 413 arrives.
At time 194523, Job 413 enters the CPU.
At time 194617, Job 413 finishes at CPU.
At time 194617, Job 413 arrives at Disk 1.
At time 194994, Job 414 arrives.
At time 194994, Job 414 enters the CPU.
At time 195088, Job 414 finishes at CPU.
At time 195088, Job 414 arrives at Disk 2.
At time 195465, Job 415 arrives.
At time 195465, Job 415 enters the CPU.
At time 195559, Job 415 finishes at CPU.
At time 195559, Job 415 arrives at Disk 1.
At time 195936, Job 416 arrives.
At time 195936, Job 416 enters the CPU.
At time 196030, Job 416 finishes at CPU.
At time 196030, Job 416 arrives at Disk 2.
At time 196407, Job 417 arrives.
At time 196407, Job 417 enters the CPU.
At time 196501, Job 417 finishes at CPU.
At time 196501, Job 417 arrives at Disk 1.
At time 196878, Job 418 arrives.
At time 196878, Job 418 enters the CPU.
At time 196972, Job 418 finishes at CPU.
At time 196972, Job 418 arrives at Disk 2.
At time 197349, Job 419 arrives.
At time 197349, Job 419 enters the CPU.
At time 197443, Job 419 finishes at CPU.
At time 197443, Job 419 arrives at Disk 1.
At time 197820, Job 420 arrives.
At time 197820, Job 420 enters the CPU.
At time 197914, Job 420 finishes at CPU.
At time 197914, Job 420 arrives at Disk 2.
At time 198291, Job 421 arrives.
At time 198291, Job 421 enters the CPU.
At time 198385, Job 421 finishes at CPU.
At time 198385, Job 421 arrives at Disk 1.
At time 198762, Job 422 arrives.
At time 198762, Job 422 enters the CPU.
At time 198856, Job 422 finishes at CPU.
At time 198856, Job 422 arrives at Disk 2.
At time 199233, Job 423 arrives.
At time 199233, Job 423 enters the CPU.
At time 199327, Job 423 finishes at CPU.
At time 199327, Job 423 arrives at Disk 1.
At time 199704, Job 424 arrives.
At time 199704, Job 424 enters the CPU.
At time 199798, Job 424 finishes at CPU.
At time 199798, Job 424 arrives at Disk 2.
At time 200175, Job 425 arrives.
At time 200175, Job 425 enters the CPU.
At time 200269, Job 425 finishes at CPU.
At time 200269, Job 425 arrives at Disk 1.
At time 200646, Job 426 arrives.
At time 200646, Job 426 enters the CPU.
At time 200740, Job 426 finishes at CPU.
At time 200740, Job 426 arrives at Disk 2.
At time 201117, Job 427 arrives.
At time 201117, Job 427 enters the CPU.
At time 201211, Job 427 finishes at CPU.
At time 201211, Job 427 arrives at Disk 1.
At time 201588, Job 428 arrives.
At time 201588, Job 428 enters the CPU.
At time 201682, Job 428 finishes at CPU.
At time 201682, Job 428 arrives at Disk 2.
At time 202059, Job 429 arrives.
At time 202059, Job 429 enters the CPU.
At time 202153, Job 429 finishes at CPU.
At time 202153, Job 429 arrives at Disk 1.
At time 202530, Job 430 arrives.
At time 202530, Job 430 enters the CPU.
At time 202624, Job 430 finishes at CPU.
At time 202624, Job 430 arrives at Disk 2.
At time 203001, Job 431 arrives.
At time 203001, Job 431 enters the CPU.
At time 203095, Job 431 finishes at CPU.
At time 203095, Job 431 arrives at Disk 1.
At time 203472, Job 432 arrives.
At time 203472, Job 432 enters the CPU.
At time 203566, Job 432 finishes at CPU.
At time 203566, Job 432 arrives at Disk 2.
At time 203943, Job 433 arrives.
At time 203943, Job 433 enters the CPU.
At time 204037, Job 433 finishes at CPU.
At time 204037, Job 433 arrives at Disk 1.
At time 204414, Job 434 arrives.
At time 204414, Job 434 enters the CPU.
At time 204508, Job 434 finishes at CPU.
At time 204508, Job 434 arrives at Disk 2.
At time 204885, Job 435 arrives.
At time 204885, Job 435 enters the CPU.
At time 204979, Job 435 finishes at CPU.
At time 204979, Job 435 arrives at Disk 1.
At time 205356, Job 436 arrives.
At time 205356, Job 436 enters the CPU.
At time 205450, Job 436 finishes at CPU.
At time 205450, Job 436 arrives at Disk 2.
At time 205827, Job 437 arrives.
At time 205827, Job 437 enters the CPU.
At time 205921, Job 437 finishes at CPU.
At time 205921, Job 437 arrives at Disk 1.
At time 206298, Job 438 arrives.
At time 206298, Job 438 enters the CPU.
At time 206392, Job 438 finishes at CPU.
At time 206392, Job 438 arrives at Disk 2.
At time 206769, Job 439 arrives.
At time 206769, Job 439 enters the CPU.
At time 206863, Job 439 finishes at CPU.
At time 206863, Job 439 arrives at Disk 1.
At time 207240, Job 440 arrives.
At time 207240, Job 440 enters the CPU.
At time 207334, Job 440 finishes at CPU.
At time 207334, Job 440 arrives at Disk 2.
At time 207711, Job 441 arrives.
At time 207711, Job 441 enters the CPU.
At time 207805, Job 441 finishes at CPU.
At time 207805, Job 441 arrives at Disk 1.
At time 208182, Job 442 arrives.
At time 208182, Job 442 enters the CPU.
At time 208276, Job 442 finishes at CPU.
At time 208276, Job 442 arrives at Disk 2.
At time 208653, Job 443 arrives.
At time 208653, Job 443 enters the CPU.
At time 208747, Job 443 finishes at CPU.
At time 208747, Job 443 arrives at Disk 1.
At time 209124, Job 444 arrives.
At time 209124, Job 444 enters the CPU.
At time 209218, Job 444 finishes at CPU.
At time 209218, Job 444 arrives at Disk 2.
At time 209595, Job 445 arrives.
At time 209595, Job 445 enters the CPU.
At time 209689, Job 445 finishes at CPU.
At time 209689, Job 445 arrives at Disk 1.
At time 210066, Job 446 arrives.
At time 210066, Job 446 enters the CPU.
At time 210160, Job 446 finishes at CPU.
At time 210160, Job 446 arrives at Disk 2.
At time 210537, Job 447 arrives.
At time 210537, Job 447 enters the CPU.
At time 210631, Job 447 finishes at CPU.
At time 210631, Job 447 arrives at Disk 1.
At time 211008, Job 448 arrives.
At time 211008, Job 448 enters the CPU.
At time 211102, Job 448 finishes at CPU.
At time 211102, Job 448 arrives at Disk 2.
At time 211479, Job 449 arrives.
At time 211479, Job 449 enters the CPU.
At time 211573, Job 449 finishes at CPU.
At time 211573, Job 449 arrives at Disk 1.
At time 211950, Job 450 arrives.
At time 211950, Job 450 enters the CPU.
At time 212044, Job 450 finishes at CPU.
At time 212044, Job 450 arrives at Disk 2.
At time 212421, Job 451 arrives.
At time 212421, Job 451 enters the CPU.
At time 212515, Job 451 finishes at CPU.
At time 212515, Job 451 arrives at Disk 1.
At time 212892, Job 452 arrives.
At time 212892, Job 452 enters the CPU.
At time 212986, Job 452 finishes at CPU.
At time 212986, Job 452 arrives at Disk 2.
At time 213363, Job 453 arrives.
At time 213363, Job 453 enters the CPU.
At time 213457, Job 453 finishes at CPU.
At time 213457, Job 453 arrives at Disk 1.
At time 213834, Job 454 arrives.
At time 213834, Job 454 enters the CPU.
At time 213928, Job 454 finishes at CPU.
At time 213928, Job 454 arrives at Disk 2.
At time 214305, Job 455 arrives.
At time 214305, Job 455 enters the CPU.
At time 214399, Job 455 finishes at CPU.
At time 214399, Job 455 arrives at Disk 1.
At time 214776, Job 456 arrives.
At time 214776, Job 456 enters the CPU.
At time 214870, Job 456 finishes at CPU.
At time 214870, Job 456 arrives at Disk 2.
At time 215247, Job 457 arrives.
At time 215247, Job 457 enters the CPU.
At time 215341, Job 457 finishes at CPU.
At time 215341, Job 457 arrives at Disk 1.
At time 215718, Job 458 arrives.
At time 215718, Job 458 enters the CPU.
At time 215812, Job 458 finishes at CPU.
At time 215812, Job 458 arrives at Disk 2.
At time 216189, Job 459 arrives.
At time 216189, Job 459 enters the CPU.
At time 216283, Job 459 finishes at CPU.
At time 216283, Job 459 arrives at Disk 1.
At time 216660, Job 460 arrives.
At time 216660, Job 460 enters the CPU.
At time 216754, Job 460 finishes at CPU.
At time 216754, Job 460 arrives at Disk 2.
At time 217131, Job 461 arrives.
At time 217131, Job 461 enters the CPU.
At time 217225, Job 461 finishes at CPU.
At time 217225, Job 461 arrives at Disk 1.
At time 217602, Job 462 arrives.
At time 217602, Job 462 enters the CPU.
At time 217696, Job 462 finishes at CPU.
At time 217696, Job 462 arrives at Disk 2.
At time 218073, Job 463 arrives.
At time 218073, Job 463 enters the CPU.
At time 218167, Job 463 finishes at CPU.
At time 218167, Job 463 arrives at Disk 1.
At time 218544, Job 464 arrives.
At time 218544, Job 464 enters the CPU.
At time 218638, Job 464 finishes at CPU.
At time 218638, Job 464 arrives at Disk 2.
At time 219015, Job 465 arrives.
At time 219015, Job 465 enters the CPU.
At time 219109, Job 465 finishes at CPU.
At time 219109, Job 465 arrives at Disk 1.
At time 219486, Job 466 arrives.
At time 219486, Job 466 enters the CPU.
At time 219580, Job 466 finishes at CPU.
At time 219580, Job 466 arrives at Disk 2.
At time 219957, Job 467 arrives.
At time 219957, Job 467 enters the CPU.
At time 220051, Job 467 finishes at CPU.
At time 220051, Job 467 arrives at Disk 1.
At time 220428, Job 468 arrives.
At time 220428, Job 468 enters the CPU.
At time 220522, Job 468 finishes at CPU.
At time 220522, Job 468 arrives at Disk 2.
At time 220899, Job 469 arrives.
At time 220899, Job 469 enters the CPU.
At time 220993, Job 469 finishes at CPU.
At time 220993, Job 469 arrives at Disk 1.
At time 221370, Job 470 arrives.
At time 221370, Job 470 enters the CPU.
At time 221464, Job 470 finishes at CPU.
At time 221464, Job 470 arrives at Disk 2.
At time 221841, Job 471 arrives.
At time 221841, Job 471 enters the CPU.
At time 221935, Job 471 finishes at CPU.
At time 221935, Job 471 arrives at Disk 1.
At time 222312, Job 472 arrives.
At time 222312, Job 472 enters the CPU.
At time 222406, Job 472 finishes at CPU.
At time 222406, Job 472 arrives at Disk 2.
At time 222783, Job 473 arrives.
At time 222783, Job 473 enters the CPU.
At time 222877, Job 473 finishes at CPU.
At time 222877, Job 473 arrives at Disk 1.
At time 223254, Job 474 arrives.
At time 223254, Job 474 enters the CPU.
At time 223348, Job 474 finishes at CPU.
At time 223348, Job 474 arrives at Disk 2.
At time 223725, Job 475 arrives.
At time 223725, Job 475 enters the CPU.
At time 223819, Job 475 finishes at CPU.
At time 223819, Job 475 arrives at Disk 1.
At time 224196, Job 476 arrives.
At time 224196, Job 476 enters the CPU.
At time 224290, Job 476 finishes at CPU.
At time 224290, Job 476 arrives at Disk 2.
At time 224667, Job 477 arrives.
At time 224667, Job 477 enters the CPU.
At time 224761, Job 477 finishes at CPU.
At time 224761, Job 477 arrives at Disk 1.
At time 225138, Job 478 arrives.
At time 225138, Job 478 enters the CPU.
At time 225232, Job 478 finishes at CPU.
At time 225232, Job 478 arrives at Disk 2.
At time 225609, Job 479 arrives.
At time 225609, Job 479 enters the CPU.
At time 225703, Job 479 finishes at CPU.
At time 225703, Job 479 arrives at Disk 1.
At time 226080, Job 480 arrives.
At time 226080, Job 480 enters the CPU.
At time 226174, Job 480 finishes at CPU.
At time 226174, Job 480 arrives at Disk 2.
At time 226551, Job 481 arrives.
At time 226551, Job 481 enters the CPU.
At time 226645, Job 481 finishes at CPU.
At time 226645, Job 481 arrives at Disk 1.
At time 227022, Job 482 arrives.
At time 227022, Job 482 enters the CPU.
At time 227116, Job 482 finishes at CPU.
At time 227116, Job 482 arrives at Disk 2.
At time 227493, Job 483 arrives.
At time 227493, Job 483 enters the CPU.
At time 227587, Job 483 finishes at CPU.
At time 227587, Job 483 arrives at Disk 1.
At time 227964, Job 484 arrives.
At time 227964, Job 484 enters the CPU.
At time 228058, Job 484 finishes at CPU.
At time 228058, Job 484 arrives at Disk 2.
At time 228435, Job 485 arrives.
At time 228435, Job 485 enters the CPU.
At time 228529, Job 485 finishes at CPU.
At time 228529, Job 485 arrives at Disk 1.
At time 228906, Job 486 arrives.
At time 228906, Job 486 enters the CPU.
At time 229000, Job 486 finishes at CPU.
At time 229000, Job 486 arrives at Disk 2.
At time 229377, Job 487 arrives.
At time 229377, Job 487 enters the CPU.
At time 229471, Job 487 finishes at CPU.
At time 229471, Job 487 arrives at Disk 1.
At time 229848, Job 488 arrives.
At time 229848, Job 488 enters the CPU.
At time 229942, Job 488 finishes at CPU.
At time 229942, Job 488 arrives at Disk 2.
At time 230319, Job 489 arrives.
At time 230319, Job 489 enters the CPU.
At time 230413, Job 489 finishes at CPU.
At time 230413, Job 489 arrives at Disk 1.
At time 230790, Job 490 arrives.
At time 230790, Job 490 enters the CPU.
At time 230884, Job 490 finishes at CPU.
At time 230884, Job 490 arrives at Disk 2.
At time 231261, Job 491 arrives.
At time 231261, Job 491 enters the CPU.
At time 231355, Job 491 finishes at CPU.
At time 231355, Job 491 arrives at Disk 1.
At time 231732, Job 492 arrives.
At time 231732, Job 492 enters the CPU.
At time 231826, Job 492 finishes at CPU.
At time 231826, Job 492 arrives at Disk 2.
At time 232203, Job 493 arrives.
At time 232203, Job 493 enters the CPU.
At time 232297, Job 493 finishes at CPU.
At time 232297, Job 493 arrives at Disk 1.
At time 232674, Job 494 arrives.
At time 232674, Job 494 enters the CPU.
At time 232768, Job 494 finishes at CPU.
At time 232768, Job 494 arrives at Disk 2.
At time 233145, Job 495 arrives.
At time 233145, Job 495 enters the CPU.
At time 233239, Job 495 finishes at CPU.
At time 233239, Job 495 arrives at Disk 1.
At time 233616, Job 496 arrives.
At time 233616, Job 496 enters the CPU.
At time 233710, Job 496 finishes at CPU.
At time 233710, Job 496 arrives at Disk 2.
At time 234087, Job 497 arrives.
At time 234087, Job 497 enters the CPU.
At time 234181, Job 497 finishes at CPU.
At time 234181, Job 497 arrives at Disk 1.
At time 234558, Job 498 arrives.
At time 234558, Job 498 enters the CPU.
At time 234652, Job 498 finishes at CPU.
At time 234652, Job 498 arrives at Disk 2.
At time 235029, Job 499 arrives.
At time 235029, Job 499 enters the CPU.
At time 235123, Job 499 finishes at CPU.
At time 235123, Job 499 arrives at Disk 1.
At time 235500, Job 500 arrives.
At time 235500, Job 500 enters the CPU.
At time 235594, Job 500 finishes at CPU.
At time 235594, Job 500 arrives at Disk 2.
At time 235971, Job 501 arrives.
At time 235971, Job 501 enters the CPU.
At time 236065, Job 501 finishes at CPU.
At time 236065, Job 501 arrives at Disk 1.
At time 236442, Job 502 arrives.
At time 236442, Job 502 enters the CPU.
At time 236536, Job 502 finishes at CPU.
At time 236536, Job 502 arrives at Disk 2.
At time 236913, Job 503 arrives.
At time 236913, Job 503 enters the CPU.
At time 237007, Job 503 finishes at CPU.
At time 237007, Job 503 arrives at Disk 1.
At time 237384, Job 504 arrives.
At time 237384, Job 504 enters the CPU.
At time 237478, Job 504 finishes at CPU.
At time 237478, Job 504 arrives at Disk 2.
At time 237855, Job 505 arrives.
At time 237855, Job 505 enters the CPU.
At time 237949, Job 505 finishes at CPU.
At time 237949, Job 505 arrives at Disk 1.
At time 238326, Job 506 arrives.
At time 238326, Job 506 enters the CPU.
At time 238420, Job 506 finishes at CPU.
At time 238420, Job 506 arrives at Disk 2.
At time 238797, Job 507 arrives.
At time 238797, Job 507 enters the CPU.
At time 238891, Job 507 finishes at CPU.
At time 238891, Job 507 arrives at Disk 1.
At time 239268, Job 508 arrives.
At time 239268, Job 508 enters the CPU.
At time 239362, Job 508 finishes at CPU.
At time 239362, Job 508 arrives at Disk 2.
At time 239739, Job 509 arrives.
At time 239739, Job 509 enters the CPU.
At time 239833, Job 509 finishes at CPU.
At time 239833, Job 509 arrives at Disk 1.
At time 240210, Job 510 arrives.
At time 240210, Job 510 enters the CPU.
At time 240304, Job 510 finishes at CPU.
At time 240304, Job 510 arrives at Disk 2.
At time 240681, Job 511 arrives.
At time 240681, Job 511 enters the CPU.
At time 240775, Job 511 finishes at CPU.
At time 240775, Job 511 arrives at Disk 1.
At time 241152, Job 512 arrives.
At time 241152, Job 512 enters the CPU.
At time 241246, Job 512 finishes at CPU.
At time 241246, Job 512 arrives at Disk 2.
At time 241623, Job 513 arrives.
At time 241623, Job 513 enters the CPU.
At time 241717, Job 513 finishes at CPU.
At time 241717, Job 513 arrives at Disk 1.
At time 242094, Job 514 arrives.
At time 242094, Job 514 enters the CPU.
At time 242188, Job 514 finishes at CPU.
At time 242188, Job 514 arrives at Disk 2.
At time 242565, Job 515 arrives.
At time 242565, Job 515 enters the CPU.
At time 242659, Job 515 finishes at CPU.
At time 242659, Job 515 arrives at Disk 1.
At time 243036, Job 516 arrives.
At time 243036, Job 516 enters the CPU.
At time 243130, Job 516 finishes at CPU.
At time 243130, Job 516 arrives at Disk 2.
At time 243507, Job 517 arrives.
At time 243507, Job 517 enters the CPU.
At time 243601, Job 517 finishes at CPU.
At time 243601, Job 517 arrives at Disk 1.
At time 243978, Job 518 arrives.
At time 243978, Job 518 enters the CPU.
At time 244072, Job 518 finishes at CPU.
At time 244072, Job 518 arrives at Disk 2.
At time 244449, Job 519 arrives.
At time 244449, Job 519 enters the CPU.
At time 244543, Job 519 finishes at CPU.
At time 244543, Job 519 arrives at Disk 1.
At time 244920, Job 520 arrives.
At time 244920, Job 520 enters the CPU.
At time 245014, Job 520 finishes at CPU.
At time 245014, Job 520 arrives at Disk 2.
At time 245391, Job 521 arrives.
At time 245391, Job 521 enters the CPU.
At time 245485, Job 521 finishes at CPU.
At time 245485, Job 521 arrives at Disk 1.
At time 245862, Job 522 arrives.
At time 245862, Job 522 enters the CPU.
At time 245956, Job 522 finishes at CPU.
At time 245956, Job 522 arrives at Disk 2.
At time 246333, Job 523 arrives.
At time 246333, Job 523 enters the CPU.
At time 246427, Job 523 finishes at CPU.
At time 246427, Job 523 arrives at Disk 1.
At time 246804, Job 524 arrives.
At time 246804, Job 524 enters the CPU.
At time 246898, Job 524 finishes at CPU.
At time 246898, Job 524 arrives at Disk 2.
At time 247275, Job 525 arrives.
At time 247275, Job 525 enters the CPU.
At time 247369, Job 525 finishes at CPU.
At time 247369, Job 525 arrives at Disk 1.
At time 247746, Job 526 arrives.
At time 247746, Job 526 enters the CPU.
At time 247840, Job 526 finishes at CPU.
At time 247840, Job 526 arrives at Disk 2.
At time 248217, Job 527 arrives.
At time 248217, Job 527 enters the CPU.
At time 248311, Job 527 finishes at CPU.
At time 248311, Job 527 arrives at Disk 2.
At time 248688, Job 528 arrives.
